Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID,year,player_id,pa,k_percent,bb_percent,woba,xwoba,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
sean burke,25,2,Maj-AL,Chicago,17,14,3.0,8.0,,86.0,87,53,45,41,72,16,4,4.71,333,19,1,0,3,2,11,5,4,382,1469,0.61,0.15,0.1,0.34,0.25,0.08,1.488,0.287,7.5,1.76,680732,2025,680732,404,18.6,10.1,0.345,0.373,38.7,11.3,42.9,76.493075899,94.664283466,24.2,46.4
edward cabrera,27,3,Maj-NL,Miami,15,15,3.0,3.0,,78.1,66,31,29,30,80,9,5,3.33,289,13,0,0,5,2,18,4,0,327,1270,0.62,0.19,0.11,0.48,0.24,0.03,1.226,0.282,9.2,2.67,665795,2025,665795,327,24.5,9.2,0.302,0.315,29.2,7.5,43.9,78.898762667,94.70982512,26.6,43.5
griffin canning,29,13,Maj-NL,New York,15,15,7.0,2.0,,70.2,66,33,30,33,66,7,0,3.82,273,9,1,0,4,0,3,0,2,307,1257,0.63,0.17,0.11,0.51,0.23,0.04,1.401,0.295,8.4,2.0,656288,2025,656288,327,21.4,10.4,0.305,0.341,31.8,9.4,45.7,81.002928257,95.23954656,25.5,45.8
jonathan cannon,24,4,Maj-AL,Chicago,13,11,3.0,7.0,,67.0,75,37,36,23,51,11,4,4.84,271,17,2,0,5,2,5,1,1,300,1155,0.62,0.14,0.08,0.37,0.24,0.09,1.463,0.303,6.9,2.22,686563,2025,686563,320,17.5,8.1,0.349,0.352,36.3,9.4,45.3,78.567969052,94.917949181,19.3,47.6
luis castillo,30,91,Maj-AL,Seattle,2,2,,,,7.0,12,7,6,7,5,0,0,7.71,33,3,0,0,1,0,2,0,0,41,168,0.57,0.13,0.08,0.45,0.28,0.03,2.714,0.429,6.4,0.71,622379,2025,622491,430,20.2,7.4,0.301,0.343,35.6,11.7,46.9,79.036499416,95.193009674,24.9,50.9
luis castillo,32,4,Maj-AL,Seattle,17,17,5.0,4.0,,98.1,91,38,36,30,83,11,1,3.29,376,21,0,0,7,2,6,3,0,409,1637,0.65,0.14,0.12,0.39,0.24,0.07,1.231,0.282,7.6,2.77,622491,2025,622491,430,20.2,7.4,0.301,0.343,35.6,11.7,46.9,79.036499416,95.193009674,24.9,50.9
dylan cease,29,0,Maj-NL,San Diego,18,18,3.0,9.0,,99.0,94,56,53,37,122,14,3,4.82,380,24,0,1,3,3,9,2,0,426,1710,0.64,0.14,0.16,0.37,0.25,0.09,1.323,0.324,11.1,3.3,656302,2025,656302,445,29.0,8.8,0.323,0.309,38.1,10.3,42.1,78.067073852,94.470839889,33.6,50.3
patrick corbin,35,4,Maj-AL,Texas,16,16,5.0,7.0,,88.1,89,41,41,25,68,13,1,4.18,341,16,0,0,5,2,9,3,2,371,1409,0.63,0.17,0.11,0.38,0.26,0.06,1.291,0.29,6.9,2.72,571578,2025,571578,371,18.3,6.7,0.32,0.34,36.1,7.9,38.3,78.891031397,94.04004524,24.5,46.6
garrett crochet,26,3,Maj-AL,Boston,18,18,9.0,4.0,,115.1,92,33,30,32,147,10,0,2.34,428,15,1,0,6,1,10,4,0,462,1798,0.67,0.16,0.13,0.49,0.2,0.06,1.075,0.301,11.5,4.59,676979,2025,676979,483,31.3,7.0,0.266,0.279,33.3,7.7,37.4,75.860736918,93.960837945,29.3,51.6
jacob degrom,37,2,Maj-AL,Texas,17,17,9.0,2.0,,101.1,72,27,27,21,99,11,1,2.4,363,10,1,0,4,3,5,4,0,388,1476,0.67,0.16,0.13,0.43,0.22,0.06,0.918,0.238,8.8,4.71,594798,2025,594798,408,25.7,5.6,0.247,0.28,29.9,6.1,39.9,79.283247007,94.077991204,29.2,51.5
chase dollander,23,3,Maj-NL,Colorado,15,15,2.0,9.0,,68.2,74,55,51,33,52,15,2,6.68,270,8,0,0,4,3,10,1,4,309,1235,0.61,0.14,0.09,0.43,0.26,0.05,1.558,0.286,6.8,1.58,801403,2025,801403,309,16.8,10.7,0.359,0.371,36.9,13.1,41.0,77.986347658,94.421523077,22.1,46.9
bryce elder,26,0,Maj-NL,Atlanta,15,15,3.0,6.0,,79.2,92,51,50,28,69,16,4,5.65,321,22,1,0,5,2,9,2,0,356,1326,0.62,0.18,0.09,0.51,0.25,0.01,1.506,0.319,7.8,2.46,693821,2025,693821,356,19.4,7.9,0.371,0.372,33.3,9.8,46.7,77.152035591,95.610376443,22.4,44.2
nathan eovaldi,35,1,Maj-AL,Texas,14,14,6.0,3.0,,77.1,55,16,13,13,77,3,5,1.51,278,12,1,1,7,2,4,1,1,300,1168,0.67,0.17,0.13,0.52,0.24,0.02,0.879,0.26,9.0,5.92,543135,2025,543135,321,26.8,4.0,0.23,0.297,34.7,7.9,39.8,78.887927196,94.530496244,28.3,50.4
bailey falter,28,0,Maj-NL,Pittsburgh,18,18,6.0,4.0,,91.1,76,45,39,34,55,14,1,3.84,330,15,1,0,12,3,7,4,3,370,1376,0.64,0.17,0.07,0.38,0.21,0.12,1.204,0.235,5.4,1.62,663559,2025,663559,395,14.9,8.6,0.312,0.333,29.2,9.0,45.8,79.278148255,95.008085152,17.9,46.5
erick fedde,32,3,Maj-NL,St. Louis,17,17,2.0,9.0,,88.0,91,52,49,45,55,10,2,5.01,339,20,1,1,9,2,21,2,1,390,1468,0.6,0.17,0.07,0.39,0.27,0.08,1.545,0.293,5.6,1.22,607200,2025,607200,410,13.9,11.0,0.331,0.373,37.3,8.5,44.1,80.990723642,94.603807043,17.2,43.7
jack flaherty,29,1,Maj-AL,Detroit,17,17,5.0,9.0,,90.0,78,49,48,36,112,16,2,4.8,339,14,1,0,6,1,5,1,0,378,1570,0.64,0.18,0.12,0.34,0.26,0.08,1.267,0.292,11.2,3.11,656427,2025,656427,400,29.3,9.5,0.316,0.323,39.7,10.7,44.6,79.24505719,94.874017635,29.4,45.4
bowden francis,29,25,Maj-AL,Toronto,13,13,1.0,8.0,,58.0,69,44,41,24,50,17,6,6.36,231,5,1,0,4,4,0,0,1,265,1051,0.63,0.16,0.1,0.31,0.26,0.12,1.603,0.31,7.8,2.08,670102,2025,670102,288,18.8,9.4,0.385,0.383,34.3,12.4,52.2,81.0541193,95.7876814,23.3,46.7
kyle freeland,32,1,Maj-NL,Colorado,16,16,1.0,10.0,,83.1,114,66,54,22,60,9,2,5.83,349,20,3,1,11,4,5,2,4,378,1335,0.67,0.16,0.09,0.44,0.31,0.04,1.632,0.37,6.5,2.73,607536,2025,607536,398,16.8,5.5,0.351,0.351,37.1,8.1,44.3,80.346320265,94.771409468,21.3,51.1
max fried,31,3,Maj-AL,New York,18,18,11.0,2.0,,114.1,83,30,28,22,107,9,5,2.2,414,11,3,0,9,0,5,3,8,442,1743,0.64,0.16,0.11,0.52,0.19,0.06,0.918,0.248,8.4,4.86,608331,2025,608331,471,23.6,5.1,0.253,0.295,29.5,6.7,38.0,75.916795556,93.849965882,24.7,47.5
zac gallen,29,2,Maj-NL,Arizona,18,18,7.0,8.0,,106.0,101,64,59,39,103,19,3,5.01,407,17,3,1,10,1,6,2,1,451,1723,0.63,0.19,0.1,0.42,0.22,0.03,1.321,0.287,8.7,2.64,668678,2025,668678,472,22.7,9.1,0.333,0.349,36.7,11.9,48.0,80.509145,95.439627405,26.2,43.5
kevin gausman,34,3,Maj-AL,Toronto,17,17,5.0,6.0,,98.2,85,47,46,31,98,12,3,4.2,369,19,1,1,5,2,9,0,0,406,1613,0.67,0.15,0.13,0.34,0.28,0.07,1.176,0.28,8.9,3.16,592332,2025,592332,428,23.8,7.5,0.293,0.319,36.8,8.9,39.2,78.203595417,94.283735972,26.2,51.6
lucas giolito,30,0,Maj-AL,Boston,13,13,6.0,1.0,,72.1,68,31,27,21,64,8,0,3.36,269,8,1,0,7,3,4,2,1,295,1143,0.65,0.17,0.1,0.38,0.27,0.09,1.23,0.3,8.0,3.05,608337,2025,608337,295,21.7,7.1,0.3,0.347,39.0,7.6,44.3,80.359170385,94.946168942,22.3,48.3
mackenzie gore,26,0,Maj-NL,Washington,18,18,4.0,8.0,,104.1,96,38,37,35,125,11,3,3.19,393,16,1,0,4,3,9,5,0,435,1775,0.63,0.13,0.14,0.38,0.23,0.07,1.256,0.327,10.8,3.57,669022,2025,669022,452,30.5,7.5,0.291,0.298,36.8,8.7,41.9,78.436080657,94.512164416,31.7,50.0
sonny gray,35,1,Maj-NL,St. Louis,17,17,8.0,3.0,,100.0,91,41,39,17,107,9,3,3.51,377,17,2,0,6,1,3,5,2,400,1459,0.67,0.19,0.12,0.43,0.27,0.07,1.08,0.313,9.6,6.29,543243,2025,543243,420,26.9,4.5,0.285,0.304,35.7,7.8,36.4,76.901412676,93.969506537,26.8,47.7
ryan gusto,26,3,Maj-AL,Houston,18,12,6.0,3.0,,68.1,75,39,36,24,71,10,2,4.74,275,13,1,0,6,2,7,1,0,303,1169,0.65,0.17,0.11,0.35,0.24,0.1,1.449,0.332,9.4,2.96,687473,2025,687473,311,23.2,7.7,0.335,0.323,32.9,8.9,43.2,79.879757075,94.756094292,24.5,48.6
emerson hancock,26,8,Maj-AL,Seattle,14,14,3.0,4.0,,76.2,74,41,41,29,53,14,5,4.81,290,13,0,0,7,1,4,4,1,326,1207,0.64,0.15,0.09,0.45,0.23,0.06,1.343,0.268,6.2,1.83,676106,2025,676106,335,15.8,9.0,0.358,0.371,34.4,8.1,41.7,77.805918537,94.357054065,19.5,49.0
andrew heaney,34,2,Maj-NL,Pittsburgh,17,17,4.0,8.0,,91.0,83,46,46,31,71,15,4,4.55,341,22,1,0,7,4,4,1,0,382,1472,0.64,0.16,0.09,0.39,0.26,0.07,1.253,0.263,7.0,2.29,571760,2025,571760,402,18.2,8.0,0.323,0.344,34.8,8.9,43.3,79.222012639,94.809869618,20.6,47.7
kyle hendricks,35,0,Maj-AL,Los Angeles,18,18,5.0,6.0,,96.0,100,56,52,24,65,16,4,4.88,376,23,2,3,7,5,14,1,0,410,1536,0.67,0.19,0.07,0.39,0.23,0.11,1.292,0.28,6.1,2.71,543294,2025,543294,410,15.9,5.9,0.332,0.316,32.2,8.5,35.3,73.74292943,93.29796443,16.8,47.9
clay holmes,32,1,Maj-NL,New York,17,17,8.0,3.0,,93.2,79,35,34,36,77,11,4,3.27,346,10,1,0,6,3,4,5,0,390,1526,0.64,0.19,0.09,0.53,0.22,0.05,1.228,0.261,7.4,2.14,605280,2025,605280,413,19.6,9.7,0.299,0.329,30.7,7.7,41.1,78.275325845,94.687697887,21.9,44.7
grant holmes,29,3,Maj-NL,Atlanta,17,17,4.0,7.0,,96.2,74,36,35,44,113,14,5,3.26,350,12,0,0,10,3,2,0,1,402,1599,0.63,0.15,0.14,0.46,0.2,0.04,1.221,0.265,10.5,2.57,656550,2025,656550,424,27.8,11.3,0.303,0.321,36.8,11.1,42.7,80.26605881,94.60060996,31.2,48.0
jake irvin,28,1,Maj-NL,Washington,18,18,7.0,4.0,,106.0,101,58,57,35,76,21,3,4.84,413,21,2,0,8,0,5,0,0,451,1685,0.65,0.18,0.07,0.42,0.21,0.06,1.283,0.253,6.5,2.17,663623,2025,663623,473,16.5,7.8,0.337,0.369,33.8,13.0,47.6,79.818436761,95.342119972,17.3,46.7
mitch keller,29,1,Maj-NL,Pittsburgh,18,18,2.0,10.0,,107.0,100,49,44,26,85,9,5,3.7,415,23,1,0,4,1,17,3,0,448,1684,0.67,0.18,0.09,0.46,0.22,0.09,1.178,0.283,7.1,3.27,656605,2025,656605,471,18.9,5.7,0.289,0.316,32.1,6.6,42.1,80.284699138,94.418431124,19.4,49.2
merrill kelly,36,1,Maj-NL,Arizona,18,18,6.0,5.0,,105.2,85,47,41,25,106,13,1,3.49,395,20,3,0,7,0,6,1,3,421,1629,0.65,0.17,0.11,0.43,0.22,0.08,1.041,0.261,9.0,4.24,518876,2025,518876,444,24.1,6.5,0.28,0.32,29.6,9.4,45.3,79.305480464,95.296046556,25.8,48.0
yusei kikuchi,34,2,Maj-AL,Los Angeles,18,18,3.0,5.0,,101.1,95,40,33,48,105,11,1,2.93,384,12,0,3,9,2,4,3,2,435,1738,0.63,0.16,0.11,0.41,0.23,0.09,1.411,0.311,9.3,2.19,579328,2025,579328,458,24.0,10.5,0.307,0.329,31.4,10.0,42.5,80.184061081,95.343110034,24.9,47.3
jack kochanowicz,24,4,Maj-AL,Los Angeles,17,17,3.0,8.0,,85.1,96,54,53,42,58,15,6,5.59,326,9,0,2,15,5,4,3,1,379,1407,0.62,0.15,0.09,0.55,0.16,0.05,1.617,0.314,6.1,1.38,686799,2025,686799,400,15.5,10.5,0.359,0.354,24.1,8.6,45.5,81.202163448,95.254308897,21.1,47.6
dean kremer,29,4,Maj-AL,Baltimore,17,16,6.0,7.0,,96.0,103,48,46,24,75,13,1,4.31,380,24,2,0,7,1,4,0,0,407,1557,0.66,0.17,0.09,0.38,0.26,0.07,1.323,0.307,7.0,3.13,665152,2025,665152,430,18.8,6.0,0.329,0.334,36.1,8.1,37.0,77.463895513,94.111786527,20.3,48.8
jack leiter,25,3,Maj-AL,Texas,14,14,3.0,6.0,,70.0,61,35,35,33,59,9,2,4.5,266,12,0,0,4,1,6,1,0,302,1214,0.63,0.14,0.1,0.38,0.22,0.06,1.343,0.261,7.6,1.79,683004,2025,683004,322,19.6,10.6,0.306,0.357,32.7,11.7,45.3,81.875877411,95.118697578,23.3,48.3
matthew liberatore,25,4,Maj-NL,St. Louis,17,17,6.0,6.0,,97.1,94,42,40,21,80,8,2,3.7,376,21,1,0,4,4,11,3,1,404,1457,0.66,0.17,0.1,0.44,0.24,0.07,1.182,0.295,7.4,3.81,669461,2025,669461,404,19.8,5.2,0.291,0.315,33.9,9.3,42.5,80.447424698,94.772844646,22.0,48.9
zack littell,29,0,Maj-AL,Tampa Bay,18,18,8.0,6.0,,110.1,105,45,45,17,73,24,5,3.67,416,19,0,1,12,2,9,4,1,441,1560,0.68,0.15,0.09,0.42,0.21,0.08,1.106,0.252,6.0,4.29,641793,2025,641793,463,17.3,3.7,0.318,0.343,32.2,11.7,42.5,81.115198156,94.692150392,20.3,52.7
nick lodolo,27,4,Maj-NL,Cincinnati,17,17,4.0,6.0,,94.2,88,40,38,22,92,14,10,3.61,362,17,1,0,5,2,10,3,1,399,1536,0.65,0.15,0.11,0.43,0.23,0.05,1.162,0.287,8.7,4.18,666157,2025,666157,422,22.0,5.2,0.313,0.328,33.4,8.8,43.2,79.299935625,94.644640069,24.4,50.2
michael lorenzen,33,3,Maj-AL,Kansas City,18,18,5.0,8.0,,99.2,101,53,51,29,85,17,2,4.61,390,24,3,0,4,3,6,2,2,424,1611,0.64,0.15,0.1,0.38,0.25,0.09,1.304,0.289,7.7,2.93,547179,2025,547179,424,20.0,6.8,0.335,0.327,37.7,8.4,40.3,79.28890474,93.940213811,22.8,48.7
seth lugo,35,1,Maj-AL,Kansas City,16,16,6.0,5.0,,96.0,74,29,27,28,84,14,3,2.53,348,14,0,1,6,0,3,4,2,381,1493,0.64,0.19,0.09,0.39,0.26,0.07,1.063,0.24,7.9,3.0,607625,2025,607625,401,21.9,7.7,0.29,0.342,33.0,9.7,46.6,80.349468768,95.100485273,21.3,44.5
jesus luzardo,27,0,Maj-NL,Philadelphia,18,18,7.0,5.0,,99.1,106,50,46,34,111,6,1,4.17,388,23,0,0,8,2,15,5,4,425,1692,0.64,0.16,0.13,0.43,0.27,0.05,1.409,0.366,10.1,3.26,666200,2025,666200,447,27.3,8.1,0.316,0.302,35.4,5.9,40.3,78.533684366,94.074961802,30.1,47.8
tyler mahle,30,29,Maj-AL,Texas,13,13,6.0,3.0,,75.1,58,19,19,23,53,4,0,2.27,273,8,1,0,8,1,2,0,0,297,1174,0.66,0.15,0.1,0.4,0.28,0.08,1.075,0.249,6.3,2.3,641816,2025,641816,308,18.2,8.8,0.262,0.33,36.4,7.6,37.8,77.708945893,93.882076473,22.7,49.9
german marquez,30,4,Maj-NL,Colorado,17,17,3.0,10.0,,83.1,113,70,58,28,59,11,5,6.26,354,28,3,0,6,2,17,3,1,391,1362,0.64,0.15,0.09,0.37,0.31,0.06,1.692,0.357,6.4,2.11,608566,2025,608566,413,15.3,6.8,0.372,0.358,35.4,8.5,47.5,80.894258089,95.237120414,19.0,49.1
davis martin,28,27,Maj-AL,Chicago,13,12,2.0,7.0,,74.2,76,36,34,17,51,12,4,4.1,289,19,2,0,9,1,5,4,0,311,1163,0.63,0.13,0.1,0.47,0.22,0.07,1.246,0.282,6.1,3.0,663436,2025,663436,334,15.9,5.7,0.329,0.369,35.3,10.5,46.1,80.145642481,95.472647977,21.1,49.2
nick martinez,34,1,Maj-NL,Cincinnati,19,17,6.0,8.0,,99.2,100,54,53,23,68,12,4,4.79,376,31,1,0,8,5,8,5,1,410,1512,0.64,0.17,0.09,0.39,0.24,0.09,1.234,0.292,6.1,2.96,607259,2025,607259,433,16.9,5.5,0.328,0.327,36.4,7.8,36.7,78.441019136,93.578605185,20.5,47.1
dustin may,27,6,Maj-NL,Los Angeles,16,16,5.0,5.0,,89.2,82,49,45,36,84,13,7,4.52,340,14,4,3,7,1,14,3,0,386,1404,0.63,0.19,0.08,0.46,0.25,0.06,1.316,0.283,8.4,2.33,669160,2025,669160,386,21.8,9.3,0.325,0.349,33.6,8.1,43.6,79.401738125,95.157056902,20.8,44.1
tylor megill,29,25,Maj-NL,New York,13,13,4.0,5.0,,63.1,57,36,29,32,83,6,7,4.12,244,10,1,0,1,2,3,1,1,286,1157,0.62,0.17,0.12,0.4,0.26,0.1,1.405,0.325,11.8,2.59,656731,2025,656731,305,29.2,10.8,0.305,0.313,30.1,6.3,43.8,79.63753,95.034338421,30.7,44.9
miles mikolas,36,5,Maj-NL,St. Louis,16,16,4.0,6.0,,82.0,95,51,49,18,57,15,2,5.38,332,20,3,0,4,3,7,2,2,356,1318,0.66,0.19,0.07,0.37,0.23,0.07,1.378,0.304,6.3,3.17,571945,2025,571945,376,16.0,5.3,0.343,0.364,36.1,12.6,44.9,78.508938014,94.864447021,16.9,46.6
casey mize,28,4,Maj-AL,Detroit,15,15,9.0,2.0,,85.2,80,27,25,21,73,11,0,2.63,329,11,1,1,3,2,8,3,1,353,1307,0.66,0.16,0.1,0.42,0.2,0.07,1.179,0.279,7.7,3.48,663554,2025,663554,353,20.7,5.9,0.292,0.288,34.4,8.1,40.2,79.276616667,94.138800581,23.8,49.9
charlie morton,41,5,Maj-AL,Baltimore,18,12,5.0,6.0,,74.0,78,45,43,34,81,11,8,5.23,288,10,2,0,5,4,6,0,6,337,1317,0.63,0.17,0.12,0.43,0.24,0.05,1.514,0.335,9.9,2.38,450203,2025,450203,355,23.7,9.9,0.353,0.335,32.2,7.9,41.4,80.696170714,94.692250759,27.6,46.6
ryne nelson,27,4,Maj-NL,Arizona,18,9,5.0,2.0,1.0,72.2,47,25,24,20,61,6,3,2.97,259,9,3,0,6,0,0,0,0,282,1117,0.65,0.16,0.09,0.42,0.25,0.06,0.922,0.214,7.6,3.05,669194,2025,669194,294,21.8,7.1,0.258,0.318,36.9,8.3,41.3,81.068883431,94.800287892,20.8,48.6
bailey ober,29,11,Maj-AL,Minnesota,16,16,4.0,5.0,,89.1,100,47,46,19,71,19,4,4.63,358,20,0,0,4,5,3,3,2,387,1408,0.68,0.16,0.12,0.3,0.22,0.14,1.332,0.297,7.2,3.74,641927,2025,641927,406,18.2,5.4,0.363,0.338,33.3,10.8,41.2,78.412714474,94.655981947,24.3,51.2
luis ortiz,26,12,Maj-AL,Cleveland,15,15,4.0,8.0,,84.0,71,37,36,38,94,12,1,3.86,316,9,1,0,9,1,10,1,1,356,1411,0.64,0.18,0.12,0.47,0.22,0.05,1.298,0.28,10.1,2.47,682847,2025,682847,382,25.1,11.0,0.314,0.345,32.9,10.3,47.7,81.226247,95.788528,28.9,46.5
chris paddack,29,5,Maj-AL,Minnesota,17,17,3.0,6.0,,91.2,86,44,40,20,66,10,3,3.93,349,15,2,0,6,6,1,1,0,380,1492,0.65,0.14,0.09,0.39,0.23,0.11,1.156,0.272,6.5,3.3,663978,2025,663978,400,17.0,6.0,0.308,0.341,34.4,7.5,44.3,79.098744467,94.678399498,20.4,50.9
andre pallante,26,0,Maj-NL,St. Louis,17,17,4.0,5.0,,95.1,94,50,48,30,61,13,1,4.53,370,18,3,0,5,1,11,0,2,404,1522,0.62,0.15,0.09,0.63,0.2,0.01,1.301,0.273,5.8,2.03,669467,2025,669467,425,15.1,7.5,0.32,0.329,27.2,7.3,42.8,77.837869063,94.917656834,22.4,46.7
mitchell parker,25,4,Maj-NL,Washington,17,17,4.0,9.0,,91.0,90,60,51,35,61,12,3,5.04,353,24,3,0,6,5,2,0,0,397,1474,0.65,0.15,0.1,0.39,0.25,0.08,1.374,0.274,6.0,1.74,680730,2025,680730,424,15.6,8.7,0.329,0.368,34.6,8.8,50.6,82.147822739,95.678728503,20.8,50.6
chad patrick,26,4,Maj-NL,Milwaukee,18,18,3.0,7.0,,93.2,91,35,35,29,94,9,4,3.36,358,22,0,1,6,2,5,4,1,394,1567,0.65,0.14,0.1,0.3,0.31,0.1,1.281,0.319,9.0,3.24,694477,2025,694477,400,23.8,7.5,0.315,0.323,40.2,7.7,43.9,79.373441866,94.622170075,22.6,50.2
ryan pepiot,27,1,Maj-AL,Tampa Bay,18,18,6.0,6.0,,102.1,82,39,39,35,99,17,4,3.43,370,15,3,0,9,1,10,5,3,411,1637,0.65,0.15,0.12,0.37,0.26,0.09,1.143,0.255,8.7,2.83,686752,2025,686752,437,24.5,8.2,0.311,0.322,35.3,9.3,42.6,78.833409097,94.843317631,25.7,50.6
freddy peralta,29,2,Maj-NL,Milwaukee,18,18,10.0,3.0,,100.0,74,31,30,35,103,10,7,2.7,364,13,0,0,5,1,10,1,0,411,1712,0.61,0.14,0.12,0.37,0.24,0.11,1.09,0.254,9.3,2.94,642547,2025,642547,431,25.8,8.4,0.277,0.305,35.5,9.1,35.5,77.478511898,93.712162747,28.8,46.8
david peterson,29,6,Maj-NL,New York,16,16,5.0,4.0,,96.0,88,38,34,34,78,5,5,3.19,364,20,0,1,12,0,1,1,2,405,1507,0.65,0.18,0.1,0.58,0.25,0.02,1.271,0.295,7.3,2.29,656849,2025,656849,430,20.2,8.6,0.298,0.33,32.3,6.0,44.7,79.686256892,95.119460034,22.4,46.4
brandon pfaadt,26,0,Maj-NL,Arizona,18,18,9.0,5.0,,93.1,101,57,54,22,79,16,9,5.21,372,27,0,1,6,2,7,2,1,405,1590,0.64,0.16,0.1,0.42,0.28,0.03,1.318,0.305,7.6,3.59,694297,2025,694297,430,19.5,5.3,0.344,0.389,41.4,13.1,49.7,81.170035897,96.177148269,22.2,48.7
nick pivetta,32,1,Maj-NL,San Diego,17,17,8.0,2.0,,95.2,78,37,35,27,110,12,1,3.29,354,14,1,1,4,3,5,3,2,386,1514,0.66,0.17,0.11,0.31,0.25,0.12,1.098,0.281,10.3,4.07,601713,2025,601713,407,28.0,6.6,0.269,0.319,38.1,11.7,41.1,78.228342061,94.285451533,25.7,48.2
quinn priester,24,5,Maj-NL,Milwaukee,16,12,6.0,2.0,,82.2,75,36,33,30,65,10,1,3.59,315,16,1,0,6,1,3,5,0,348,1334,0.63,0.17,0.1,0.58,0.18,0.05,1.27,0.27,7.1,2.17,682990,2025,682990,348,18.7,8.6,0.307,0.315,26.6,6.7,42.5,80.72141187,94.537176626,23.2,46.3
cal quantrill,30,4,Maj-NL,Miami,16,16,3.0,6.0,,72.2,79,41,40,22,60,9,3,4.95,283,19,4,0,9,1,17,3,3,309,1269,0.62,0.16,0.09,0.33,0.32,0.06,1.39,0.326,7.4,2.73,615698,2025,615698,330,18.8,7.0,0.362,0.366,40.7,11.2,44.0,79.910383109,94.953185462,20.7,45.9
jose quintana,36,0,Maj-NL,Milwaukee,13,13,6.0,3.0,,71.1,66,30,26,31,48,7,1,3.28,270,7,0,0,9,0,4,0,1,303,1192,0.61,0.19,0.07,0.45,0.25,0.06,1.36,0.274,6.1,1.55,500779,2025,500779,303,15.8,10.2,0.303,0.336,32.7,7.6,40.4,77.992241802,94.082854299,17.3,42.1
drew rasmussen,29,3,Maj-AL,Tampa Bay,17,17,6.0,5.0,,84.1,67,28,28,21,72,10,4,2.99,303,9,0,0,12,0,12,5,0,328,1266,0.66,0.17,0.09,0.51,0.22,0.06,1.043,0.258,7.7,3.43,656876,2025,656876,345,22.0,6.1,0.272,0.311,29.5,6.1,43.9,80.770521721,94.80220251,21.9,48.1
robbie ray,33,1,Maj-NL,San Francisco,18,18,8.0,3.0,,107.2,79,33,30,41,118,10,1,2.51,389,17,1,0,2,3,14,6,4,435,1728,0.65,0.15,0.14,0.41,0.22,0.06,1.115,0.261,9.9,2.88,592662,2025,592662,455,26.8,9.2,0.272,0.286,31.4,8.3,44.1,81.662930493,94.625724417,29.1,50.3
colin rea,34,5,Maj-NL,Chicago,16,14,6.0,3.0,,81.2,85,40,39,21,59,15,3,4.3,315,13,0,0,8,2,4,1,4,342,1315,0.64,0.17,0.08,0.37,0.27,0.11,1.298,0.288,6.5,2.81,607067,2025,607067,356,16.9,5.9,0.336,0.357,39.7,10.7,43.0,81.066817407,94.737729257,19.5,47.2
carlos rodon,32,4,Maj-AL,New York,18,18,8.0,6.0,,106.1,71,44,40,38,120,14,4,3.39,382,17,0,0,5,1,8,2,1,427,1736,0.62,0.18,0.13,0.41,0.22,0.07,1.025,0.229,10.2,3.16,607074,2025,607074,449,28.3,8.9,0.271,0.288,32.4,9.0,41.4,78.86045,94.686779188,32.0,44.6
eduardo rodriguez,32,5,Maj-NL,Arizona,14,14,3.0,5.0,,71.0,94,54,46,24,82,12,1,5.83,300,23,2,1,1,4,5,2,0,333,1241,0.63,0.15,0.1,0.36,0.28,0.11,1.662,0.39,10.4,3.42,593958,2025,593958,354,24.6,7.6,0.376,0.327,35.3,8.4,34.9,77.770206983,93.810437672,25.4,47.5
landen roupp,26,2,Maj-NL,San Francisco,18,18,6.0,5.0,,90.1,92,43,34,40,81,8,2,3.39,353,19,0,1,6,3,6,2,0,400,1529,0.62,0.19,0.09,0.47,0.25,0.05,1.461,0.315,8.1,2.03,694738,2025,694738,400,20.3,10.0,0.319,0.328,37.2,7.9,35.0,76.175199412,93.99217375,24.6,42.8
joe ryan,29,3,Maj-AL,Minnesota,17,16,8.0,4.0,,99.1,67,32,31,21,111,12,8,2.81,354,17,0,0,3,1,11,8,0,385,1562,0.65,0.15,0.12,0.38,0.2,0.12,0.886,0.237,10.1,5.29,657746,2025,657746,406,28.6,5.2,0.262,0.29,32.0,10.8,40.2,80.093316589,94.340030934,27.6,49.8
chris sale,36,21,Maj-NL,Atlanta,14,14,5.0,4.0,,84.1,72,24,22,25,107,7,7,2.35,314,9,4,0,2,1,13,6,1,348,1402,0.67,0.18,0.13,0.39,0.23,0.06,1.15,0.323,11.4,4.28,519242,2025,519242,370,30.8,7.0,0.291,0.277,34.1,7.6,31.8,74.71138982,93.227296425,30.3,49.7
cristopher sanchez,28,2,Maj-NL,Philadelphia,17,17,7.0,2.0,,102.1,89,31,30,27,109,6,6,2.64,386,17,0,0,11,0,3,3,0,419,1542,0.65,0.18,0.13,0.6,0.21,0.03,1.134,0.306,9.6,4.04,650911,2025,650911,441,26.3,6.6,0.275,0.278,24.8,5.5,39.0,78.117582639,94.388944913,29.3,48.1
